RowNumber,CustomerId,Department,Gender,Years of Experience,Salary
1241,15617934,Banking,Male,7.9,60906.12
1242,15760774,Banking,Female,25.3,194867.27
1243,15813132,IT,Male,25.2,193716.56
1244,15593331,IT,Male,1.9,14633.35
1245,15616709,IT,Female,4.1,31730.32
1246,15658052,Banking,Female,2.6,20063.63
1247,15721189,Banking,Female,13,99792.82
1248,15711288,Banking,Male,4.9,37654.31
1249,15770030,Marketing,Female,25,192449.02
1250,15803681,Banking,Female,23.6,181208.47
1251,15702789,IT,Male,20.2,155165.61
1252,15814930,IT,Female,15.8,121504.18
1253,15658306,Banking,Male,8,61569.07
1254,15699523,IT,Female,16,123269.71
1255,15610383,Banking,Female,4.1,31272.14
1256,15615032,Marketing,Male,8.2,62825.03
1257,15781989,Banking,Male,23.9,184056.45
1258,15647402,Banking,Female,6.4,48924.73
1259,15740494,Banking,Female,24.8,191111.02
1260,15701265,IT,Female,7,54184.06
1261,15743532,IT,Male,8.4,64381.33
1262,15794870,IT,Male,10.2,78770.86
1263,15747591,Marketing,Female,15.2,116766.79
1264,15726557,Banking,Female,4.3,32916.29
1265,15732199,Marketing,Male,6.6,50972.6
1266,15662291,Banking,Female,15.9,122066.5
1267,15749050,Banking,Female,8.6,65996.9
1268,15781586,IT,Male,10.3,79577.38
1269,15617078,Banking,Female,17,130529.13
1270,15723339,Banking,Female,22.4,172629.67
1271,15671322,IT,Male,2,15216.53
1272,15793854,Banking,Male,2.3,17512.53
1273,15756539,IT,Female,17.1,131852.01
1274,15612064,Banking,Male,23.7,181945.52
1275,15625916,Marketing,Male,11.9,91482.5
1276,15683195,Banking,Male,10,77119.45
1277,15690182,IT,Male,12.4,95611.74
1278,15721719,Banking,Male,10.5,80428.42
1279,15641690,Marketing,Male,21.3,163714.92
1280,15634896,Banking,Female,3.6,27375.15
1281,15671590,Marketing,Male,9.6,73873.65
1282,15779182,Marketing,Male,18.1,139266.48
1283,15778287,Banking,Male,17.1,131772.51
1284,15609510,Banking,Male,22.5,173454.07
1285,15742229,Banking,Male,8.8,67552.71
1286,15658532,Marketing,Female,4.5,34765.33
1287,15590993,Marketing,Male,15.6,120219.14
1288,15565701,Marketing,Female,11.7,90212.38
1289,15597239,Marketing,Male,21.4,164975.82
1290,15688880,IT,Male,0.2,1285.81
1291,15813917,IT,Male,10.9,83679.46
1292,15679611,Marketing,Female,4.5,34548.74
1293,15636589,Banking,Female,9.7,74275.08
1294,15687752,Banking,Male,0.9,7278.57
1295,15584363,Banking,Male,21.1,162053.92
1296,15737748,Marketing,Female,25.9,199336.63
1297,15803365,Marketing,Male,8.1,62347.71
1298,15793247,Banking,Male,11.9,91711.66
1299,15572360,Banking,Male,10.3,79240.9
1300,15795166,IT,Male,10,76679.6
1301,15724620,Banking,Male,21.1,162511.55
1302,15800856,Marketing,Male,2.8,21360.88
1303,15671097,Banking,Female,7.1,54487.43
1304,15683930,IT,Female,7,53931.05
1305,15749004,Banking,Female,13.4,103165.15
1306,15800434,IT,Male,19,146359.81
1307,15709117,Marketing,Female,3.7,28370.95
1308,15638806,Marketing,Male,1.3,10023.15
1309,15662294,Banking,Male,25.1,192928.82
1310,15690079,Marketing,Male,6.6,50485.7
1311,15759317,IT,Female,17.1,131662.47
1312,15750497,Banking,Female,19.8,152235.3
1313,15596181,Banking,Male,8.9,68093.23
1314,15576602,Banking,Male,10.4,80061.31
1315,15644833,Banking,Male,19.4,149583.67
1316,15734634,Marketing,Female,1,7631.27
1317,15808689,Banking,Female,4.3,33082.81
1318,15720702,Banking,Male,15.8,121883.87
1319,15665077,Banking,Female,13.1,100722.72
1320,15763612,IT,Male,6.1,47093.11
1321,15596493,Banking,Female,23.1,177624.01
1322,15704483,Banking,Male,13.8,106149.48
1323,15598846,Banking,Female,2.2,16874.92
1324,15629244,Marketing,Male,7.1,54560.79
1325,15765537,IT,Male,20,153605.75
1326,15729975,Banking,Female,5.8,44390.38
1327,15682773,Banking,Female,8.2,63218.85
1328,15688007,Marketing,Male,5.4,41626.78
1329,15574331,IT,Female,3.2,24765.53
1330,15645572,Banking,Female,3.7,28280.8
1331,15742854,Marketing,Female,11.6,89043.19
1332,15575417,IT,Male,2.2,17294.12
1333,15796721,Banking,Male,16.5,126702.41
1334,15734942,IT,Female,1.7,13123.41
1335,15664772,IT,Male,21.8,167973.63
1336,15576683,Marketing,Female,16.4,125870.79
1337,15682563,Marketing,Male,12,91972.49
1338,15650889,IT,Female,20.2,155593.74
1339,15612108,Banking,Male,8.8,67788.49
1340,15761132,Marketing,Male,8.1,62615.35
1341,15645511,Marketing,Male,14,107415.02
1342,15609824,Banking,Female,21.6,166526.26
1343,15640268,Marketing,Male,15.6,120107.1
1344,15645778,Marketing,Male,24.5,188227.8
1345,15691104,IT,Female,11.9,91560.63
1346,15714567,Marketing,Female,21.6,166495.2
1347,15777826,Banking,Male,21.5,165614.4
1348,15668445,Banking,Male,11.2,86372.24
1349,15576162,Banking,Male,0.4,2755.53
1350,15778135,Marketing,Male,10.9,83594.51
1351,15613141,Banking,Female,13.5,103706.41
1352,15635435,Banking,Female,0.8,5924.38
1353,15596552,IT,Male,7.6,58203.67
1354,15623644,Marketing,Male,6.4,49361.84
1355,15683403,Marketing,Male,9.6,73585.18
1356,15615029,Marketing,Male,12.4,95135.27
1357,15769005,Banking,Male,5,38794.57
1358,15746326,Banking,Male,25.9,198926.36
1359,15722364,Banking,Male,7.3,56099.86
1360,15704954,Banking,Male,15.2,117023.08
1361,15694409,IT,Female,8.1,62083
1362,15754068,Banking,Male,18.4,141822.8
1363,15683841,IT,Male,24.1,185387.14
1364,15789095,Marketing,Male,7.5,57461.13
1365,15719958,IT,Male,15.6,120380.12
1366,15689514,Banking,Male,17.3,133020.9
1367,15621353,Marketing,Female,1.8,13589.93
1368,15627232,IT,Male,10.1,77830.36
1369,15745843,Marketing,Female,17.8,136610.02
1370,15722902,IT,Male,2.2,17160.94
1371,15791767,Banking,Female,23,176843.53
1372,15792722,Banking,Female,14.9,114996.33
1373,15723006,Banking,Male,25.6,196990.79
1374,15771942,IT,Female,17.3,133146.03
1375,15774738,Banking,Male,24.1,185667.72
1376,15574004,Banking,Female,3.1,24020.49
1377,15587233,Banking,Male,24.1,185750.02
1378,15808228,Marketing,Female,23.1,178045.97
1379,15682834,Marketing,Female,26,199857.47
1380,15571752,IT,Female,5.7,43595.9
1381,15743067,IT,Male,16,122810.53
1382,15714466,Banking,Female,0.4,3440.47
1383,15617982,Marketing,Female,4.7,35989.41
1384,15696637,Banking,Female,2.2,17163.75
1385,15690647,Marketing,Female,5.8,44506.09
1386,15672756,Banking,Female,2.3,17848.3
1387,15704586,Banking,Female,9.9,76209.56
1388,15674526,Banking,Male,18.4,141476.56
1389,15775295,Banking,Female,7.8,60032.46
1390,15684196,Banking,Female,13.1,100686.11
1391,15727281,Banking,Female,12.5,96429.29
1392,15787835,IT,Female,2.1,15795.88
1393,15730540,Marketing,Male,15.2,116547.31
1394,15646276,Banking,Female,24.9,191260.74
1395,15582180,Banking,Male,22.6,173870.39
1396,15697095,Marketing,Male,15.2,117273.35
1397,15748797,Marketing,Female,12,92277.47
1398,15754796,IT,Female,5.8,44244.49
1399,15628947,Banking,Female,10.2,78133.48
1400,15775546,Marketing,Female,13.4,103402.88
1401,15670481,Banking,Female,17.9,137835.82
1402,15619029,Marketing,Female,2.7,20670.1
1403,15613282,Banking,Male,10.1,77469.38
1404,15721487,Banking,Female,7.5,57572.38
1405,15797276,Marketing,Female,9.9,75884.65
1406,15612494,Banking,Female,19.1,146955.71
1407,15629617,Marketing,Male,8.7,67040.12
1408,15600821,Banking,Male,23.2,178418.35
1409,15579062,Banking,Male,4,30807.02
1410,15814268,Banking,Female,18.7,143835.76
1411,15710164,Banking,Female,17,130883.9
1412,15693904,IT,Female,25.3,194343.72
1413,15588986,IT,Female,1.3,9796.69
1414,15797733,IT,Male,6.2,47310.24
1415,15620507,IT,Female,18.3,141148.21
1416,15685150,IT,Male,14.4,111138.25
1417,15667651,Marketing,Female,14.8,114182.07
1418,15774166,IT,Female,16.6,127560.77
1419,15649280,IT,Female,2.4,18082.06
1420,15705657,Banking,Female,17.7,136330.26
1421,15753969,Marketing,Male,4.4,34121.81
1422,15742378,IT,Male,7.3,56246.69
1423,15794874,Marketing,Male,24.9,191417.42
1424,15589221,IT,Male,3,23317.88
1425,15596671,Marketing,Female,18.8,144675.3
1426,15583668,Banking,Female,22.8,175161.05
1427,15710206,Banking,Female,1.9,14928.8
1428,15799966,IT,Female,21,161479.19
1429,15794560,Banking,Male,17.4,133501.94
1430,15626485,Banking,Female,3.1,23703.52
1431,15703143,Banking,Female,15.1,115985.38
1432,15809772,Banking,Male,5.6,43229.2
1433,15687959,Marketing,Female,12.3,94862.93
1434,15585282,Banking,Male,18.5,142377.69
1435,15714993,Banking,Female,17.6,135635.25
1436,15596021,Marketing,Male,19.3,148487.9
1437,15646615,IT,Male,7.7,58976.85
1438,15742632,Banking,Female,9.9,76254.83
1439,15574068,IT,Male,7.3,55857.48
1440,15806967,Banking,Female,10.1,77867.23
1441,15796334,IT,Male,3,22878.16
1442,15688713,Marketing,Male,14.9,114469.55
1443,15796179,Banking,Male,12.6,96754.8
1444,15598751,Banking,Female,16.3,125154.57
1445,15703019,Banking,Female,14.8,113597.64
1446,15646302,Banking,Female,15.8,121408.55
1447,15680855,Banking,Male,14.2,109219.43
1448,15697311,Marketing,Male,6.5,50230.31
1449,15585367,IT,Female,23.1,177719.88
1450,15726556,IT,Female,17.1,131211.86
1451,15676242,Marketing,Male,10.7,82152.83
1452,15684198,Banking,Female,0,216.27
1453,15774882,Banking,Female,0.2,1713.1
1454,15714227,Banking,Female,17.8,136910.18
1455,15608653,Marketing,Female,2.6,20243.97
1456,15784280,IT,Male,11.2,86043.27
1457,15789546,Marketing,Male,16.5,126561.07
1458,15590320,Banking,Male,8.4,64350.8
1459,15678385,Banking,Male,1.4,10472.31
1460,15571778,Banking,Female,12.5,95941.55
1461,15657085,Banking,Male,16.3,125222.36
1462,15640627,Marketing,Male,22.2,170950.58
1463,15566211,IT,Female,0,236.45
1464,15669293,Banking,Male,4.1,31517.16
1465,15595067,Marketing,Female,23.6,181610.6
1466,15753566,Banking,Female,20.4,156593.09
1467,15650391,Banking,Female,0.6,4272
1468,15681843,IT,Female,21.3,163587.9
1469,15814846,Banking,Male,22.9,175843.68
1470,15670374,IT,Female,21.6,166164.3
1471,15762332,IT,Female,8,61796.64
1472,15700223,Banking,Male,2.8,21439.49
1473,15729956,Marketing,Female,2.5,19225.85
1474,15594862,Banking,Male,17.2,132547.02
1475,15598782,IT,Female,8.1,62688.55
1476,15745080,Banking,Male,2.8,21760.96
1477,15703399,Banking,Female,20.1,154460.68
1478,15732175,Banking,Male,1,8065
1479,15630725,Banking,Female,22.5,173365.9
1480,15640260,IT,Male,9,69428.79
1481,15716822,Banking,Male,1.7,12757.14
1482,15583748,Marketing,Male,23.5,180426.2
1483,15605968,Banking,Male,5.6,43093.67
1484,15790683,Banking,Male,8.9,68594
1485,15607713,Marketing,Female,25.7,197996.65
1486,15700212,Banking,Female,16,122953
1487,15626710,Banking,Female,10,76821.24
1488,15716491,Marketing,Female,18.4,141400.51
1489,15625824,Marketing,Male,5.4,41921.75
1490,15617705,Banking,Female,22.8,175664.25
1491,15761976,Marketing,Female,15.3,117916.63
1492,15634891,IT,Female,25.3,194690.77
1493,15744517,Marketing,Male,21.7,166677.35
1494,15686963,Marketing,Female,20.8,160131.58
1495,15808189,Banking,Male,16.1,123622
1496,15580845,IT,Male,14.8,113483.96
1497,15799156,Marketing,Male,10.4,79618.79
1498,15694296,Banking,Male,3.2,24472.23
1499,15677049,IT,Female,23,177025.79
1500,15583595,Banking,Female,13.4,103349.74
1501,15590146,Banking,Male,8.3,63606.22
1502,15801548,Banking,Female,1.9,14490.79
1503,15660833,IT,Male,13.7,105080.53
1504,15762277,Banking,Male,10.9,83499.89
1505,15791302,Banking,Male,18.7,143598.7
1506,15798975,IT,Male,4.7,36091.91
1507,15599956,Banking,Male,1.7,13007.89
1508,15577274,IT,Female,0.8,6101.41
1509,15701200,Banking,Male,6.3,48314
1510,15638149,Banking,Male,25.6,197111.99
1511,15786199,Banking,Male,14.3,110299.78
1512,15701765,Marketing,Female,3.9,30114.32
1513,15586974,Banking,Male,12.9,98894.64
1514,15729040,Banking,Male,6.5,49826.68
1515,15788676,Marketing,Male,1.3,10074.05
1516,15602497,Marketing,Male,2.7,20769.88
1517,15701333,Banking,Female,21.2,163427.18
1518,15812071,Banking,Male,18.2,140068.77
1519,15634375,Marketing,Female,10.8,83206.19
1520,15738267,Banking,Female,14.5,111402.97
1521,15786800,IT,Male,12.1,92873.5
1522,15591130,Marketing,Female,12.3,94780.9
1523,15720662,Banking,Female,2.2,16607.15
1524,15751531,Marketing,Male,21.1,161954.43
1525,15653595,Banking,Male,25.3,194733.28
1526,15568360,Marketing,Female,21.3,163524.7
1527,15781210,Banking,Male,6.3,48260.19
1528,15668058,IT,Male,11.3,86678.48
1529,15597131,Banking,Male,0.4,3064.65
1530,15697283,Marketing,Male,14.6,112124.98
1531,15640953,Banking,Female,15.7,120801.65
1532,15715031,Banking,Female,6.8,52193.23
1533,15589660,IT,Female,7.4,56636.28
1534,15769818,Banking,Female,9,69372.88
1535,15782736,IT,Female,21.3,164038.07
1536,15614818,Marketing,Female,15.5,118982.51
1537,15794014,Banking,Female,3.6,27472.07
1538,15732448,Banking,Female,4.8,36754.13
1539,15723411,Marketing,Female,6,46416.36
1540,15797686,Banking,Male,19.9,152872.39
1541,15605950,IT,Male,21.5,165227.23
1542,15812497,IT,Male,9.9,75927.35
1543,15690678,Banking,Female,22.5,172930.28
1544,15747677,Marketing,Male,4.7,36108.5
1545,15618926,Marketing,Male,4.7,36202.74
1546,15673908,IT,Female,17.1,131886.46
1547,15727944,IT,Female,17.4,133992.36
1548,15807294,Marketing,Female,12.6,96658.26
1549,15618581,Marketing,Male,17.6,135112.09
1550,15584364,Banking,Male,21.3,163944.18
1551,15599552,Marketing,Female,7,53843.71
1552,15749177,Marketing,Female,15.9,122398.84
1553,15718779,Banking,Male,8.4,64804.04
1554,15568106,Banking,Female,2.5,19370.73
1555,15779481,Banking,Male,16.4,126192.54
1556,15709994,Banking,Female,17.6,135459.02
1557,15772777,Marketing,Female,12.3,94815.04
1558,15706815,IT,Male,24.5,188366.04
1559,15618018,Banking,Female,23.2,178512.52
1560,15671032,IT,Male,12.7,97906.38
1561,15634281,IT,Female,9.5,72861.94
1562,15766374,IT,Male,25.5,195978.86
1563,15600991,IT,Male,2.5,19448.93
1564,15777576,Marketing,Female,4.2,32635.54
1565,15742613,IT,Female,22.3,171733.22
1566,15649523,Banking,Male,6,46176.22
1567,15651063,IT,Female,23.4,179634.69
1568,15683124,Banking,Male,24.9,191521.32
1569,15618314,Banking,Male,8.8,67998.45
1570,15670823,IT,Female,5.8,44731.8
1571,15607133,Marketing,Female,16.2,124532.9
1572,15615012,Banking,Male,20.9,160968.44
1573,15725141,Banking,Female,3.6,27341.63
1574,15623560,Banking,Female,7,53994.64
1575,15693018,IT,Male,11.9,91633.53
1576,15636756,Banking,Male,24.6,189613.12
1577,15647474,Banking,Female,7.9,60706.33
1578,15576714,Marketing,Female,20.1,154767.34
1579,15585047,Banking,Male,25.6,196853.11
1580,15743976,IT,Male,25.5,195775.48
1581,15793881,Banking,Female,0.4,3086.89
1582,15576517,IT,Female,9.2,70618
1583,15631072,Banking,Male,7.2,55034.02
1584,15730394,Banking,Female,21.8,168035.62
1585,15631460,Marketing,Female,16.7,128449.33
1586,15692002,Banking,Male,25.9,199249.29
1587,15595282,Banking,Female,19.4,149474.69
1588,15789548,Banking,Female,16.5,126726.33
1589,15758035,Banking,Male,19.2,147554.26
1590,15617518,IT,Male,19.4,149399.7
1591,15651802,Marketing,Female,12.2,93536.38
1592,15631813,Banking,Male,7.7,58883.91
1593,15729668,Marketing,Male,20.1,154271.41
1594,15741728,Marketing,Male,15.9,122022.89
1595,15576676,IT,Female,6.5,50299.14
1596,15711378,Banking,Male,24.4,187800.63
1597,15765520,IT,Male,22.3,171344.09
1598,15656726,Banking,Male,5.3,40920.59
1599,15647842,IT,Female,8.3,63940.68
1600,15719309,Banking,Female,3.8,29483.87
1601,15748718,Banking,Male,23.3,179056.23
1602,15594404,Banking,Female,16.8,129273.94
1603,15751158,Banking,Female,7.2,55558.51
1604,15593470,IT,Female,3,23305.85
1605,15695129,Banking,Female,2.2,17128.64
1606,15640865,IT,Female,9.7,74641.9
1607,15714080,IT,Female,20.1,154486.01
1608,15648721,Banking,Male,0.4,3185.67
1609,15801466,Banking,Female,11.5,88463.63
1610,15750248,Banking,Female,8.5,65682.93
1611,15758726,Banking,Female,18.3,140586.08
1612,15781553,IT,Female,15.2,117232.9
1613,15649121,Banking,Male,15.1,116137.01
1614,15674811,IT,Male,13.7,105533.96
1615,15646037,Banking,Male,10.6,81514.06
1616,15722578,IT,Female,21.4,164966.27
1617,15665695,Banking,Female,3.1,23631.55
1618,15801062,Marketing,Female,13.7,105433.53
1619,15662955,Banking,Male,11.8,90591.15
1620,15770309,Banking,Male,16.5,127014.32
1621,15657386,IT,Male,11.8,90905.26
1622,15777797,Marketing,Male,1.1,8651.92
1623,15783955,Banking,Female,2,15467.98
1624,15804516,Banking,Male,10.4,79915.28
1625,15681758,Marketing,Female,9,69361.95
1626,15630321,Banking,Male,11.3,86935.08
1627,15588248,Banking,Female,1,7597.83
1628,15591932,Banking,Male,15.2,116957.6
1629,15810347,Marketing,Female,20.5,157884.83
1630,15595303,IT,Male,10.1,77981.54
1631,15634950,IT,Male,16.4,126369.55
1632,15685372,Marketing,Male,25,191973.49
1633,15745827,Banking,Male,18.6,142940.39
1634,15755868,Banking,Male,6.4,48869.67
1635,15735222,Marketing,Female,9.5,73131.73
1636,15604804,Banking,Female,15.6,120037.36
1637,15718944,Banking,Female,25.2,193995.37
1638,15678626,Marketing,Female,23.3,179453.66
1639,15571550,Banking,Male,10.5,80963.92
1640,15723053,IT,Male,2,15658.99
1641,15661528,Marketing,Male,12.1,92708.1
1642,15754177,Marketing,Male,3.5,26542.17
1643,15683544,Marketing,Male,8.5,65010.74
1644,15708048,Banking,Female,13.9,106892.91
1645,15701109,Banking,Female,24.1,185210.63
1646,15600110,IT,Female,0.5,4035.46
1647,15651533,IT,Female,23.1,177805.44
1648,15777904,Banking,Female,8.9,68831.72
1649,15655574,IT,Female,14.9,114732.62
1650,15569423,Marketing,Male,2.9,22299.27
1651,15718106,Banking,Male,25.6,197283.2
1652,15585067,Marketing,Male,23.3,179485.96
1653,15675501,Banking,Male,2.3,17699.48
1654,15633233,Banking,Male,15.4,118490.8
1655,15667134,Banking,Male,17.3,133292.94
1656,15659105,Banking,Female,7.6,58170.24
1657,15575409,IT,Male,13.9,107137.3
1658,15752342,IT,Female,18.9,145071.33
1659,15654851,Banking,Male,11.1,85495.24
1660,15741429,Marketing,Female,13.1,101139.3
1661,15682356,Banking,Female,1.4,10511.13
1662,15806447,IT,Male,17.9,137916.49
1663,15800229,IT,Male,25.1,193383.13
1664,15663441,IT,Female,24.7,189826.96
1665,15791991,Banking,Male,18.7,144113.42
1666,15775082,Banking,Male,18.7,143538.51
1667,15579706,Banking,Female,10.1,77677.14
1668,15718247,Marketing,Female,23.9,183717.94
1669,15755722,Banking,Male,12,92180.62
1670,15582259,Banking,Female,3.7,28690.9
1671,15716994,Marketing,Male,11.2,85891.02
1672,15586880,IT,Male,5.5,42050.24
1673,15713854,Banking,Female,14.3,110142.34
1674,15780835,IT,Female,23.3,179269.79
1675,15675896,IT,Female,11.8,90558.24
1676,15658459,Marketing,Male,21.1,162022.47
1677,15658057,Marketing,Female,8.7,66926.83
1678,15801767,Marketing,Female,14.2,108891.3
1679,15569178,Banking,Female,9.3,71811.9
1680,15731478,Banking,Female,12,92223.59
1681,15811236,Marketing,Male,10.1,78065.9
1682,15746749,Marketing,Female,7.8,59679.9
1683,15662758,Banking,Male,11.1,85000.32
1684,15709387,Banking,Male,20.8,159808.95
1685,15572093,Banking,Female,16.8,129001.3
1686,15713826,IT,Female,14.8,113557.7
1687,15570205,Marketing,Male,19.2,147758.51
1688,15589348,Marketing,Male,3.8,28865.59
1689,15804610,Banking,Female,20.9,160607.06
1690,15700854,Marketing,Male,13,100015.79
1691,15758836,Marketing,Male,7.1,54478.52
1692,15772933,Marketing,Male,18.4,141677.33
1693,15809006,Banking,Male,10.9,84077.6
1694,15689612,Marketing,Female,13.9,106981.03
1695,15744614,Banking,Male,9.6,73551.44
1696,15704250,Banking,Male,15.1,115842.1
1697,15700255,IT,Male,13.9,107013.59
1698,15669410,Banking,Male,3.2,24938.84
1699,15807595,IT,Male,6.6,51113.14
1700,15664523,IT,Female,4.4,33828.64
1701,15642833,Banking,Female,16.8,128875.86
1702,15605279,Banking,Male,25.3,194700.81
1703,15713644,Marketing,Male,20.7,158974.45
1704,15750466,IT,Male,25.8,198182.73
1705,15739054,Banking,Female,18.4,141404.07
1706,15612771,Banking,Male,0.5,4175.68
1707,15788483,Marketing,Male,16.5,126876.47
1708,15732832,Banking,Female,5.3,41052.82
1709,15772892,Banking,Female,13.7,105760.01
1710,15713843,Marketing,Male,3.6,27937.12
1711,15567993,Marketing,Male,10.3,79355.87
1712,15617603,IT,Male,13.3,102180.27
1713,15744983,Marketing,Male,12.4,95719.73
1714,15630419,Banking,Male,7.4,57121.51
1715,15738828,IT,Male,21.1,162478.11
1716,15778025,IT,Male,25.3,194808.51
1717,15799479,Marketing,Male,16.1,124045.65
1718,15684269,Marketing,Female,2.3,17987.4
1719,15762745,Marketing,Male,17.4,133653.38
1720,15746970,Marketing,Female,3.3,25101.17
1721,15725024,IT,Female,4.3,33330.89
1722,15592116,Banking,Female,0.3,2401.26
1723,15624391,Marketing,Female,23.2,178361.04
1724,15567422,Banking,Male,21.2,162697.93
1725,15612627,IT,Male,10.5,80607.33
1726,15574879,IT,Female,3,23146.62
1727,15745107,IT,Male,11.7,89893.6
1728,15734491,Marketing,Female,0.4,3173.31
1729,15675320,Marketing,Female,16,123218.81
1730,15643824,Banking,Male,9.7,74588.41
1731,15643438,Banking,Male,4.1,31288.77
1732,15721730,Marketing,Female,7.6,58561.31
1733,15680727,Banking,Male,19.3,148804.36
1734,15752508,IT,Male,6.6,51117.06
1735,15808846,IT,Female,21.4,164537.17
1736,15727251,Banking,Male,8.1,61977.82
1737,15663489,IT,Female,25.1,193362.99
1738,15683677,Marketing,Male,6.2,47722.79
1739,15596414,Marketing,Male,2.4,18510.41
1740,15730639,Banking,Male,8.5,65057.71
1741,15672132,Banking,Female,6,46374.64
1742,15742638,Banking,Female,5.5,42039.67
1743,15578603,IT,Female,18,138192.98
1744,15726088,Banking,Male,3,22735.45
1745,15682533,Banking,Female,24.3,186910.74
1746,15772995,Banking,Male,9.8,75285.47
1747,15765694,Marketing,Female,16.9,130260.11
1748,15659486,IT,Male,2,15034.93
1749,15568963,IT,Male,22.8,175709.4
1750,15703820,Banking,Male,13.1,101069.71
1751,15569410,IT,Female,19.9,153012.13
1752,15632256,Banking,Male,11.2,86173.92
1753,15724466,IT,Female,25.7,197548.63
1754,15777639,Marketing,Female,4.8,37042.8
1755,15802501,IT,Male,15.7,121085.72
1756,15778410,Marketing,Female,25.2,194113.99
1757,15670702,Banking,Male,13.2,101273.23
1758,15704763,IT,Female,15.4,118711.75
1759,15645544,IT,Female,0.1,582.53
1760,15757646,Banking,Male,25,192381.21
1761,15701121,Banking,Male,17.7,136507.69
1762,15796313,Banking,Female,18.1,138871.12
1763,15815660,Banking,Female,7.9,60728.89
1764,15602844,Banking,Male,24.6,189175.71
1765,15636238,Banking,Male,13.3,102547.56
1766,15770101,IT,Male,4.8,36706.56
1767,15645543,Banking,Female,5.8,44756.25
1768,15596397,Banking,Female,17.3,132870.15
1769,15770525,Marketing,Male,2.1,16287.38
1770,15684267,IT,Male,15.9,121945.42
1771,15689980,Marketing,Female,17.1,131173.9
1772,15633260,Banking,Male,11.5,88669.89
1773,15756471,IT,Male,20.9,160835.3
1774,15721303,Marketing,Male,3.2,24761.36
1775,15802256,Banking,Male,18,138526.96
1776,15725664,Banking,Female,20.5,157442.75
1777,15674851,Banking,Male,13.7,105295.77
1778,15701946,Banking,Male,12.7,97782.92
1779,15748947,Banking,Female,8.9,68255.88
1780,15673342,Banking,Male,14.1,108790.95
1781,15601008,Banking,Male,18.7,143706.18
1782,15771636,Marketing,Female,19.4,148993.47
1783,15642002,Banking,Female,12.4,95277.15
1784,15693381,Marketing,Male,19.9,152956.33
1785,15607691,Banking,Male,12.3,94925.62
1786,15589380,IT,Male,11.4,87308.18
1787,15603846,Marketing,Male,10.9,83978.86
1788,15753549,Banking,Male,4.9,37543.93
1789,15725355,Banking,Female,13.6,104889.3
1790,15773017,Marketing,Female,19.5,149705.25
1791,15625641,IT,Female,2.1,16445.79
1792,15776467,Marketing,Female,7.1,54689.16
1793,15746451,Marketing,Male,25.3,194913.86
1794,15777922,Marketing,Male,19,146371.72
1795,15606841,Banking,Male,20.4,156603.7
1796,15757648,IT,Female,23.7,182566.76
1797,15677173,Banking,Male,7.8,60194.05
1798,15764170,IT,Male,4.8,36579.53
1799,15610446,Banking,Female,0.8,5862.53
1800,15612776,Marketing,Female,18.6,143030.09
1801,15794122,Banking,Female,8.2,62700.08
1802,15774931,Banking,Male,12.9,99017.34
1803,15779247,Marketing,Female,24.4,187987.01
1804,15707078,Banking,Female,16,123454.62
1805,15605263,Banking,Male,1.4,10921.5
1806,15607381,IT,Female,7,53817.23
1807,15683471,Banking,Male,10.6,81617.4
1808,15605037,Banking,Female,25,192298.84
1809,15576085,Banking,Male,18.7,143882.25
1810,15770435,Banking,Female,6.9,53130.41
1811,15592994,Banking,Female,24.8,190454.04
1812,15624068,Banking,Female,14.5,111906
1813,15595221,IT,Female,14.7,113177.95
1814,15637131,Banking,Male,4,30529.88
1815,15613471,IT,Male,2.4,18800.13
1816,15583499,Banking,Male,6,46127.7
1817,15752816,Banking,Male,9.8,75585.48
1818,15804075,IT,Female,8.2,63085.94
1819,15800517,Marketing,Male,9.7,74415.2
1820,15712319,Marketing,Male,18.2,139889.15
1821,15797389,Marketing,Male,0.9,7267.25
1822,15621432,Marketing,Male,24.3,186826.22
1823,15779390,Marketing,Female,21.1,162149.07
1824,15711219,IT,Female,23.4,180150.49
1825,15770498,Banking,Female,10.9,83478.12
1826,15678727,IT,Male,3.4,26163.74
1827,15573893,IT,Male,5.8,44381.06
1828,15740104,Marketing,Female,17.7,136365
1829,15792649,Marketing,Female,12.9,99294.22
1830,15605275,IT,Male,22.6,173464.43
1831,15572467,Banking,Male,16.6,127543.81
1832,15738219,Banking,Female,6.8,52526.65
1833,15600710,Banking,Male,4.2,32589.45
1834,15804394,IT,Male,6.1,47161.25
1835,15694188,Marketing,Female,5.9,45424.13
1836,15583718,IT,Male,1,8018.49
1837,15802478,Marketing,Male,25.4,195668
1838,15619343,Banking,Male,17.3,133167.11
1839,15758813,IT,Male,16.1,123602.11
1840,15761374,Banking,Male,24.2,186238.85
1841,15569209,Marketing,Female,20.6,158668.87
1842,15788539,Banking,Female,1.2,9249.36
1843,15747222,Marketing,Female,15.2,116581.1
1844,15769346,Banking,Female,5.8,44688.08
1845,15699634,Banking,Female,19.3,148608.39
1846,15589076,Banking,Male,24.5,188670.9
1847,15812338,Marketing,Female,13.9,107067.37
1848,15758845,Marketing,Female,8,61759.33
1849,15685844,IT,Female,25.1,192776.64
1850,15583090,Marketing,Female,6.1,46735.19
1851,15587581,IT,Female,22,169117.74
1852,15633640,Banking,Female,11.6,89081.41
1853,15573741,Marketing,Male,13.7,105227.86
